Name,Ticker,Sub-Sector
Mauria Udyog Ltd,MUL,Gas Distribution
Garware Offshore Services Ltd,GARWAOFFS,Oil & Gas - Equipment & Services
Sotac Pharmaceuticals Ltd,SOTAC,Pharmaceuticals
Praxis Home Retail Ltd,PRAXIS,Home Furnishing
Premco Global Ltd,PREMCO,Apparel & Accessories
LIC MF Nifty 8-13 yr G-Sec ETF,LICNETFGSC,Debt
Star Imaging and Path Lab Ltd,STARIMAGIN,Hospitals & Diagnostic Centres
Rudrabhishek Enterprises Ltd,REPL,Real Estate
SBI Nifty 1D Rate Liquid ETF - IDCW,LIQUIDSBI,Debt
Accord Transformer & Switchgear Ltd,ACCORDTS,Electrical Components & Equipments
ResGen Ltd,RESGEN,Oil & Gas - Refining & Marketing
Prima Plastics Ltd,PRIMAPLA,Housewares
Airo Lam Ltd,AIROLAM,Building Products - Laminates
Ganges Securities Ltd,GANGESSECU,Diversified Financials
Auto Pins (India) Ltd,AUTOPINS,Iron & Steel
K&R Rail Engineering Ltd,KRRAIL,Construction & Engineering
JSL Industries Ltd,JSLINDL,Electrical Components & Equipments
International Combustion (India) Ltd,INTLCOMBQ,Industrial Machinery
Bhadora Industries Ltd,BHADORA,Cables
Vital Chemtech Ltd,VITAL,Commodity Chemicals
Apollo Finvest (India) Ltd,APOLLOFI,Diversified Financials
DB (International) Stock Brokers Ltd,DBSTOCKBRO,Investment Banking & Brokerage
Raja Bahadur International Ltd,RAJABAH,Real Estate
Steel City Securities Ltd,STEELCITY,Investment Banking & Brokerage
Navkar Urbanstructure Ltd,NAVKARURB,Construction & Engineering
AAA Technologies Ltd,AAATECH,IT Services & Consulting
Samkrg Pistons and Rings Ltd,SAMKRG,Auto Parts
WOL 3D India Ltd,WOL3D,Electronic Equipments
MRC Agrotech Ltd,MRCAGRO,Commodities Trading
KVS Castings Ltd,KVSCASTING,Auto Parts
LA Tim Metal & Industries Ltd,LATIMMETAL,Real Estate
Scoobee Day Garments (India) Ltd,SCOOBEEDAY,Apparel & Accessories
Kay Cee Energy & Infra Ltd,KCEIL,Construction & Engineering
Somi Conveyor Beltings Ltd,SOMICONVEY,Industrial Machinery
V R Infraspace Ltd,VR,Real Estate
Dachepalli Publishers Ltd,DACHEPALLI,Education Services
Swastika Investmart Ltd,SWASTIKA,Diversified Financials
Beardsell Ltd,BEARDSELL,Building Products - Prefab Structures
Urban Enviro Waste Management Ltd,URBAN,Water Management
Lakshya Powertech Ltd,LAKSHYA,Construction & Engineering
Bhudevi Infra Projects Ltd,BHUDEVI,Real Estate
Lambodhara Textiles Ltd,LAMBODHARA,Textiles
GTL Ltd,GTL,Telecom Infrastructure
Party Cruisers Ltd,PARTYCRUS,"Hotels, Resorts & Cruise Lines"
Maiden Forgings Ltd,MAIDEN,Metals - Diversified
Super Iron Foundry Ltd,SUPERIRON,Dredging
Rappid Valves (India) Ltd,RAPPID,Industrial Machinery
Thrive Future Habitats Ltd,THRIVE,FMCG - Personal Products
AG Ventures Ltd,AGVENTURES,Asset Management
Modulex Construction Technologies Ltd,MODULEX,Construction & Engineering
Sellwin Traders Ltd,SELLWIN,Commodities Trading
Rajshree Sugars & Chemicals Ltd,RAJSREESUG,Sugar
Premier Roadlines Ltd,PRLIND,Logistics
Mehai Technology Ltd,MEHAI,Electrical Components & Equipments
Addictive Learning Technology Ltd,ADDICTIVE,Education Services
Indsil Hydro Power and Manganese Ltd,INDSILHYD,Metals - Iron
Hindcon Chemicals Ltd,HINDCON,Commodity Chemicals
Value 360 Communications Ltd,VALUE360,Advertising
Nephro Care India Ltd,NEPHROCARE,Hospitals & Diagnostic Centres
Basant Agro Tech (India) Ltd,BASANTGL,Commodity Chemicals
Rishi Laser Ltd,RISHILASE,Industrial Machinery & Supplies & Components
Garnet Construction Ltd,GARNET,Real Estate
Indus Finance Ltd,INDUSFINL,Consumer Finance
Gradiente Infotainment Ltd,GRADIENTE,Movies & TV Serials
EMIAC Technologies Ltd,EMIAC,Advertising
Bodhi Tree Multimedia Ltd,BTML,Movies & TV Serials
Innomet Advanced Materials Ltd,INNOMET,Metals - Diversified
Amarjothi Spinning Mills Ltd,AMARJOTHI,Textiles
Taylormade Renewables Ltd,TRL,Renewable Energy Equipment & Services
Thacker and Company Ltd,THACKER,Real Estate
Garnet International Ltd,GARNETINT,Textiles
Ambar Protein Industries Ltd,AMBARPIL,Agro Products
GVP Infotech Ltd,GVPTECH,IT Services & Consulting
Meera Industries Ltd,MEERA,Industrial Machinery
Srinibas Pradhan Constructions Ltd,SPCON,Roads
Aditya Birla Sun Life Nifty Bank ETF,ABSLBANETF,Equity
Escorp Asset Management Ltd,ESCORP,Asset Management
HDFC Nifty Banking ETF,HDFCNIFBAN,Equity
BIOPOL CHEMICALS LIMITED,BIOPOL,Specialty Chemicals
Thakkers Developers Ltd,THAKDEV,Real Estate
Samrat Forgings Ltd,SAMRATFORG,Metals - Diversified
Maitreya Medicare Ltd,MAITREYA,Hospitals & Diagnostic Centres
Narmadesh Brass Industries Ltd,NARMADESH,Metals - Diversified
Saptarishi Agro Industries Ltd,SPTRSHI,Agro Products
Ducon Infratechnologies Ltd,DUCON,IT Services & Consulting
Regency Ceramics Ltd,REGENCERAM,Building Products - Ceramics
Zenith Exports Ltd,ZENITHEXPO,Textiles
Kabra Jewels Ltd,KKJEWELS,"Precious Metals, Jewellery & Watches"
Hindustan Tin Works Ltd,HINDTIN,Packaging
Sharp Chucks and Machines Ltd,SCML,Industrial Machinery
Shri Krishna Devcon Ltd,SHRIKRISH,Construction & Engineering
Par Drugs and Chemicals Ltd,PAR,Pharmaceuticals
Calcom Vision Ltd,CALCOM,Electrical Components & Equipments
Titan Securities Ltd,TITANSEC,Specialized Finance
Cressanda Railway Solutions Ltd,CRSL,IT Services & Consulting
Matrix Geo Solutions Ltd,MGSL,Specialized Finance
Pattech Fitwell Tube Components Ltd,PATTECH,Construction & Engineering
OBCL Ltd,OBCL,Logistics
Puretrop Fruits Ltd,PURETROP,Agro Products
Purv Flexipack Ltd,PURVFLEXI,Plastic Products
Mayank Cattle Food Ltd,MCFL,FMCG - Foods
Valencia Nutrition Ltd,VALENCIA,Alcoholic Beverages
Vibrant Global Capital Ltd,VGCL,Diversified Financials
Kemp and Company Ltd,KEMP,Retail - Speciality
Patdiam Jewellery Ltd,PJL,"Precious Metals, Jewellery & Watches"
Mobilise App Lab Ltd,MOBILISE,Software Services
Surya Lakshmi Cotton Mills Ltd,SURYALAXMI,Textiles
Ai Champdany Industries Ltd,AICHAMP,Textiles
Aarnav Fashions Ltd,AARNAV,Textiles
Athena Global Technologies Ltd,ATHENAGLO,IT Services & Consulting
Rexnord Electronics and Controls Ltd,REXNORD,Industrial Machinery
Rts Power Corporation Ltd,RTSPOWR,Heavy Electrical Equipments
Diensten Tech Ltd,DTL,IT Services & Consulting
Gujjubhai Industries Ltd,SUMUKA,FMCG - Foods
Munoth Capital Market Ltd,MUNCAPM,Asset Management
Compucom Software Ltd,COMPUSOFT,Education Services
Art Nirman Ltd,ARTNIRMAN,Real Estate
Galaxy Agrico Exports Ltd,GALAGEX,Industrial Machinery
Archit Organosys Ltd,ARCHITORG,Commodity Chemicals
Parvati Sweetners and Power Ltd,PARVATI,Sugar
DCG Cables & Wires Ltd,DCG,Electrical Components & Equipments
Sattva Engineering Construction Ltd,SATTVAENGG,Water Management
Rajnandini Metal Ltd,RAJMET,Metals - Diversified
Shyam Century Ferrous Ltd,SHYAMCENT,Iron & Steel
Shantidoot Infra Services Ltd,SISL,Construction & Engineering
Emkay Taps and Cutting Tools Ltd,EMKAYTOOLS,Industrial Machinery
Loyal Textile Mills Ltd,LOYALTEX,Textiles
Bhilwara Spinners Ltd,BHILSPIN,Textiles
Bhandari Hosiery Exports Ltd,BHANDARI,Apparel & Accessories
B & A Ltd,BNALTD,FMCG - Foods
Rama Telecom Ltd,RTL,Communication & Networking
Grob Tea Co Ltd,GROBTEA,Tea & Coffee
Aakaar Medical Technologies Ltd,AAKAAR,Health Care Equipment & Supplies
Standard Industries Ltd,SIL,Textiles
Reliance Home Finance Ltd,RHFL,Home Financing
Sylvan Plyboard (India) Ltd,SYLVANPLY,Wood Products
Addi Industries Ltd,ADDIND,Textiles
RSD Finance Ltd,RSDFIN,Specialized Finance
Semac Construction Ltd,SEMAC,Construction & Engineering
Globe Enterprises (India) Ltd,GLOBE,Apparel & Accessories
Optimus Finance Ltd,OPTIFIN,Specialized Finance
B.A.G. Films and Media Ltd,BAGFILMS,Movies & TV Serials
Mega Nirman & Industries Ltd,MNIL,Cement
Indian Infotech and Software Ltd,INDINFO,Consumer Finance
Holmarc Opto-Mechatronics Ltd,HOLMARC,Industrial Machinery
Techknowgreen Solutions Ltd,TECHKGREEN,Environmental Services
Lovable Lingerie Ltd,LOVABLE,Apparel & Accessories
Dhampure Speciality Sugars Ltd,DHAMPURE,Agro Products
Gravity (India) Ltd,GRAVITY,Textiles
Moksh Ornaments Ltd,MOKSH,"Precious Metals, Jewellery & Watches"
Forge Auto International Ltd,FORGEAUTO,Auto Parts
Anand Rayons Ltd,ARL,Textiles
Onelife Capital Advisors Ltd,ONELIFECAP,Investment Banking & Brokerage
Hilton Metal Forging Ltd,HILTON,Industrial Machinery
Ambani Orgochem Ltd,AMBANIORGO,Diversified Chemicals
Rungta Irrigation Ltd,RUNGTAIR,Building Products - Pipes
Newtime Infrastructure Ltd,NEWINFRA,Real Estate
Mayasheel Ventures Ltd,MAYASHEEL,Roads
Akar Auto Industries Ltd,AAIL,Auto Parts
James Warren Tea Ltd,JAMESWARREN,Agro Products
Manoj Ceramic Ltd,MCPL,Building Products - Others
Vippy Spinpro Ltd,VIPPYSP,Textiles
Jet Freight Logistics Ltd,JETFREIGHT,Logistics
Bajaj Finserv Nifty Bank ETF,BANKBETF,Equity
Sadbhav Infrastructure Projects Ltd,SADBHIN,Roads
Inter Globe Finance Ltd,INTRGLB,Investment Banking & Brokerage
Milgrey Finance and Investments Ltd,ZMILGFIN,Investment Banking & Brokerage
Moxsh Overseas Educon Ltd,MOXSH,Academic & Educational Services
Aksh Optifibre Ltd,AKSHOPTFBR,Communication & Networking
ShreeOswal Seeds and Chemicals Ltd,OSWALSEEDS,Seeds
Inventure Growth & Securities Ltd,INVENTURE,Investment Banking & Brokerage
Prime Industries Ltd,PRIMIND,Real Estate
Purple Wave Infocom Ltd,PURPLEWAVE,Electronic Equipments
Upsurge Seeds Of Agriculture Ltd,USASEEDS,Seeds
CG VAK Software and Exports Ltd,CGVAK,Software Services
Arunjyoti Bio Ventures Ltd,ABVL,Commodities Trading
Sarthak Metals Ltd,SMLT,Electrical Components & Equipments
NIS Management Ltd,NISMGMT,Business Support Services
Fortis Malar Hospitals Ltd,FORTISMLR,Hospitals & Diagnostic Centres
Motor and General Finance Ltd,MOTOGENFIN,Real Estate
Paragon Fine & Speciality Chemical Ltd,PARAGON,Specialty Chemicals
Alkali Metals Ltd,ALKALI,Commodity Chemicals
Sodhani Academy of Fintech Enablers Ltd,SAFE,Education Services
Telge Projects Ltd,TELGE,Business Support Services
Vistar Amar Ltd,VISTARAMAR,Agro Products
Mehul Telecom Ltd,MTL,Retail - Speciality
Modern Dairies Ltd,MODAIRY,FMCG - Foods
Surat Trade and Mercantile Ltd,SURATRAML,Commodities Trading
Banka BioLoo Ltd,BANKA,Business Support Services
MRP Agro Ltd,MRP,Agro Products
Glittek Granites Ltd,GLITTEKG,Building Products - Granite
APM Industries Ltd,APMIN,Textiles
Noida Toll Bridge Company Ltd,NOIDATOLL,Roads
Denis Chem Lab Ltd,DENISCHEM,Pharmaceuticals
ICICI Prudential BSE 500 ETF,BSE500IETF,Equity
KG Petrochem Ltd,KGPETRO,Textiles
Sunrise Efficient Marketing Ltd,SEML,Business Support Services
Tahmar Enterprises Ltd,TAHMARENT,Alcoholic Beverages
Drone Destination Ltd,DRONE,Education Services
Sellowrap Industries Ltd,SELLOWRAP,Packaging
Pharmaids Pharmaceuticals Ltd,PHARMAID,Pharmaceuticals
Kakatiya Cement Sugar and Industries Ltd,KAKATCEM,Cement
On Door Concepts Ltd,ONDOOR,Retail - Online
Deep Polymers Ltd,DEEP,Specialty Chemicals
Mahendra Realtors & Infrastructure Ltd,MRIL,Construction & Engineering
WeP Solutions Ltd,WEPSOLN,IT Services & Consulting
Sel Manufacturing Company Ltd,SELMC,Textiles
Nath Industries Ltd,NATHIND,Paper Products
Sharda Ispat Ltd,SHRDAIS,Iron & Steel
GALAXY Supermarket Ltd,GSLTD,FMCG - Foods
HDFC Silver ETF,HDFCSILVER,Silver
Confidence Futuristic Energetech Ltd,CFEL,Oil & Gas - Storage & Transportation
Clara Industries Ltd,CLARA,Packaging
Hindustan Appliances Ltd,HINDAPL,Textiles
Tanvi Foods (India) Ltd,TANVI,Packaged Foods & Meats
Palash Securities Ltd,PALASHSECU,Diversified Financials
Striders Impex Ltd,STRIDERS,Business Support Services
Tomorrow Technologies Global Innovations Ltd,TTGIL,Investment Banking & Brokerage
Cenlub Industries Ltd,CENLUB,Industrial Machinery
Amrapali Industries Ltd,AMRAPLIN,Commodities Trading
Asit C Mehta Financial Services Ltd,ASITCFIN,Diversified Financials
Goyal Aluminiums Ltd,GOYALALUM,Iron & Steel
Sal Automotive Ltd,SALAUTO,Auto Parts
Yajur Fibres Ltd,YAJUR,Textiles
Pacific Industries Ltd,PACIFICI,Mining - Diversified
Mirae Asset Nifty Financial Services ETF,BFSI,Equity
Rukmani Devi Garg Agro Impex Ltd,RDGAIL,Agro Products
Aakash Exploration Services Ltd,AAKASH,Oil & Gas - Equipment & Services
Vels Film International Ltd,VELS,Movies & TV Serials
Leo Dryfruits & Spices Trading Ltd,VANDU,IT Services & Consulting
Mirae Asset Silver ETF,SILVERAG,Silver
Patel Integrated Logistics Ltd,PATINTLOG,Logistics
delaPlex Ltd,DELAPLEX,IT Services & Consulting
Deepak Chemtex Ltd,DEEPAKCHEM,Specialty Chemicals
Sakthi Finance Ltd,SAKTHIFIN,Consumer Finance
Gujarat Containers Ltd,GUJCONT,Packaging
Aban Offshore Ltd,ABAN,Oil & Gas - Equipment & Services
Valplast Technologies Ltd,VALPLAST,Construction & Engineering
Ashnisha Industries Ltd,ASHNI,Iron & Steel
Prithvi Exchange (India) Ltd,PRITHVIEXCH,Investment Banking & Brokerage
Ideal Technoplast Industries Ltd,IDEALTECHO,Packaging
Marvel Decor Ltd,MDL,Home Furnishing
AMD Industries Ltd,AMDIND,Packaging
Eco Hotels and Resorts Ltd,ECOHOTELS,"Hotels, Resorts & Cruise Lines"
Jagsonpal Services Ltd,JAGSONSER,Investment Banking & Brokerage
Gujarat State Financial Corp,GUJSTATFIN,Specialized Finance
Makers Laboratories Ltd,MAKERSL,Pharmaceuticals
Standard Capital Markets Ltd,STANCAP,Consumer Finance
J A Finance Ltd,JAFINANCE,Specialized Finance
BITS Ltd,BITS,Education Services
FYNX Capital Ltd,FYNX,Consumer Finance
Gautam Exim Ltd,GEL,Paper Products
Landmark Property Development Co Ltd,LPDC,Real Estate
Kohinoor Foods Ltd,KOHINOOR,Packaged Foods & Meats
Shilp Gravures Ltd,SHILGRAVQ,Industrial Machinery
Mercury Laboratories Ltd,MERCURYLAB,Pharmaceuticals
Sanmit Infra Ltd,SANINFRA,Real Estate
Barak Valley Cements Ltd,BVCL,Cement
Cravatex Ltd,CRAVATEX,Commodities Trading
Kaytex Fabrics Ltd,KAYTEX,Textiles
Kovilpatti Lakshmi Roller Flour Mills Ltd,KLRFM,Packaged Foods & Meats
Zeal Global Services Ltd,ZEAL,Logistics
Prerna Infrabuild Ltd,PRERINFRA,Real Estate
Viaz Tyres Ltd,VIAZ,Tires & Rubber
G M Polyplast Ltd,GMPL,Specialty Chemicals
BLB Ltd,BLBLIMITED,Investment Banking & Brokerage
Housing Development and Infrastructure Ltd,HDIL,Real Estate
Silicon Rental Solutions Ltd,SRSOLTD,IT Services & Consulting
Reliance Chemotex Industries Ltd,RELCHEMQ,Textiles
Curis Lifesciences Ltd,CURIS,Pharmaceuticals
Mangalam Industrial Finance Ltd,MANGIND,Diversified Financials
Droneacharya Aerial Innovations Ltd,DRONACHRYA,Oil & Gas - Equipment & Services
Renol Polychem Ltd,RNPL,Specialty Chemicals
Mirae Asset Nifty 8-13 yr G-Sec ETF,GSEC10YEAR,Debt
Assam Entrade Ltd,ASSAMENT,Specialized Finance
Flomic Global Logistics Ltd,FLOMIC,Logistics
Rox Hi-Tech Ltd,ROXHITECH,IT Services & Consulting
Ultracab (India) Ltd,ULTRACAB,Cables
ITL Industries Ltd,ITL,Industrial Machinery
DIGJAM Ltd,DIGJAMLMTD,Textiles
Indrayani Biotech Ltd,INDRANIB,Software Services
Fonebox Retail Ltd,FONEBOX,Retail - Speciality
Panyam Cements And Mineral Industrties Ltd,PANCM,Cement
Rapicut Carbides Ltd,RAPICUT,Industrial Machinery
Naturite Agro Products Ltd,NAPL,Packaged Foods & Meats
Radhe Developers (India) Ltd,RADHEDE,Real Estate
Ravelcare Ltd,RAVEL,FMCG - Personal Products
Piccadily Sugar and Allied Industries Ltd,PICCASUG,Alcoholic Beverages
Gabriel Pet Straps Ltd,GPSL,Plastic Products
Shakti Press Ltd,SHAKTIPR,Publishing
SPL Industries Ltd,SPLIL,Apparel & Accessories
Gabion Technologies India Ltd,GTIL,Building Products - Others
B & A Packaging India Ltd,BAPACK,Paper Products
GEM Enviro Management Ltd,GEMENVIRO,Environmental Services
Womancart Ltd,WOMANCART,Retail - Online
Smarten Power Systems Ltd,SMARTEN,Renewable Energy Equipment & Services
Chatterbox Technologies Ltd,CHTR,Advertising
Saumya Consultants Ltd,SAUMYA,Diversified Financials
Chartered Logistics Ltd,CHLOGIST,Logistics
Lykis Ltd,LYKISLTD,FMCG - Personal Products
CURA Technologies Ltd,CURAA,Software Services
Kundan Edifice Ltd,KEL,Electrical Components & Equipments
Sharvaya Metals Ltd,SHARVAYA,Metals - Aluminium
Cinevista Ltd,CINEVISTA,Movies & TV Serials
Mangalam Alloys Ltd,MAL,Iron & Steel
Sheel Biotech Ltd,SHEEL,Seeds
My Mudra Fincorp Ltd,MYMUDRA,Consumer Finance
KCK Industries Ltd,KCK,Textiles
ICICI Prudential BSE Liquid Rate ETF - IDCW,LIQUIDIETF,Equity
Total Transport Systems Ltd,TOTAL,Logistics
Ken Enterprises Ltd,KEN,Textiles
Chetana Education Ltd,CHETANA,Education Services
Shree Osfm E-Mobility Ltd,SHREEOSFM,Tour & Travel Services
Mukesh Babu Financial Services Ltd,MUKESHB,Diversified Financials
Gujarat Peanut and Agri Products Ltd,GPAPL,Agro Products
DSP Silver ETF,SILVERADD,Silver
Texel Industries Ltd,TEXELIN,Agricultural & Farm Machinery
Modern Diagnostic & Research Centre Ltd,MDRC,Hospitals & Diagnostic Centres
Accuracy Shipping Ltd,ACCURACY,Logistics
Nagreeka Exports Ltd,NAGREEKEXP,Textiles
Readymix Construction Machinery Ltd,READYMIX,Construction & Engineering
Classic Electrodes (India) Ltd,CLASSICEIL,Industrial Machinery
Shri Vasuprada Plantations Ltd,VASUPRADA,Agro Products
Rishiroop Ltd,RISHIROOP,Commodity Chemicals
Acknit Industries Ltd,ACKNIT,Apparel & Accessories
UMA Exports Ltd,UMAEXPORTS,Agro Products
Choksi Laboratories Ltd,CHOKSILA,Labs & Life Sciences Services
Kati Patang Lifestyle Ltd,KATIPATANG,IT Services & Consulting
Himalaya Food International Ltd,HFIL,Packaged Foods & Meats
R S Software (India) Ltd,RSSOFTWARE,Software Services
Leading Leasing Finance and Investment Company Ltd,LLFICL,Diversified Financials
Zenith Steel Pipes & Industries Ltd,ZENITHSTL,Building Products - Pipes
T & I Global Ltd,TIGLOB,Agro Products
AmpVolts Ltd,AMPVOLTS,Electronic Equipments
Nukleus Office Solutions Ltd,NUKLEUS,Business Support Services
Naapbooks Ltd,NBL,Software Services
Transcorp International Ltd,TRANSCOR,Consumer Finance
COSCO (India) Ltd,COSCO,Theme Parks & Gaming
Slone Infosystems Ltd,SLONE,Technology Hardware
Shetron Ltd,SHETR,Packaging
Nilachal Refractories Ltd,NILACHAL,Cement
BEW Engineering Ltd,BEWLTD,Industrial Machinery
Ascensive Educare Ltd,ASCENSIVE,Education Services
Titan Intech Ltd,TITANIN,IT Services
Pee Cee Cosma Sope Ltd,PCCOSMA,FMCG - Household Products
Rachit Prints Ltd,RACHIT,Textiles
Shri Balaji Valve Components Ltd,SBVCL,Industrial Machinery
Deepak Spinners Ltd,DEEPAKSP,Textiles
Jolly Plastic Inds Ltd,JOLYPLS,Plastic Products
Tokyo Plast International Ltd,TOKYOPLAST,Housewares
Invicta Diagnostic Ltd,INVICTA,Hospitals & Diagnostic Centres
Fervent Synergies Ltd,FERVENTSYN,Conglomerates
Mirae Asset Nifty EV and New Age Automotive ETF,EVINDIA,Equity
Innovative Tyres & Tubes Ltd,ITTL,Tires & Rubber
Kiaasa Retail Ltd,KIAASA,Retail - Apparel
Indian Acrylics Ltd,INDIANACRY,Textiles
RKEC Projects Ltd,RKEC,Construction & Engineering
Veekayem Fashion & Apparels Ltd,VEEKAYEM,Textiles
Globalspace Technologies Ltd,GSTL,IT Services & Consulting
Advik Capital Ltd,ADVIKCA,Specialized Finance
Ceenik Exports (India) Ltd,CEENIK,Textiles
Fiberweb (India) Ltd,FIBERWEB,Textiles
Atam Valves Ltd,ATAM,Industrial Machinery
IB Infotech Enterprises Ltd,IBINFO,IT Services & Consulting
Chowgule Steamships Ltd,CHOWGULSTM,Logistics
Repono Ltd,REPONO,Logistics
Nhc Foods Ltd,NHCFOODS,Packaged Foods & Meats
Raj Television Network Ltd,RAJTV,TV Channels & Broadcasters
Concord Drugs Ltd,CONCORD,Pharmaceuticals
Kshitij Polyline Ltd,KSHITIJPOL,Stationery
Gensol Engineering Ltd,GENSOL,Construction & Engineering
New Swan Multitech Ltd,SWANAGRO,Agricultural & Farm Machinery
Acme Resources Ltd,ACME,Diversified Financials
Virya Resources Ltd,VIRYA,Commodities Trading
Chartered Capital and Investment Ltd,CHRTEDCA,Investment Banking & Brokerage
Siyaram Recycling Industries Ltd,SIYARAM,Cycles
Kranti Industries Ltd,KRANTI,Auto Parts
Crayons Advertising Ltd,CRAYONS,Advertising
Praruh Technologies Ltd,PRARUH,IT Services & Consulting
Greenhitech Ventures Ltd,GVL,Oil & Gas - Storage & Transportation
Vdeal System Ltd,VDEAL,Electrical Components & Equipments
TPI India Ltd,TPINDIA,Packaging
Jyoti Global Plast Ltd,JYOTIGLOBL,Plastic Products
Ameya Precision Engineers Ltd,AMEYA,Industrial Machinery
Abhinav Capital Services Ltd,ABHICAP,Diversified Financials
Edvenswa Enterprises Ltd,EDVENSWA,IT Services & Consulting
Dharan Infra-EPC Ltd,DHARAN,Real Estate
Satchmo Holdings Ltd,SATCH,Restaurants & Cafes
Vikram Kamats Hospitality Ltd,KAMATS,Hospitals & Diagnostic Centres
Super Tannery Ltd,SUPTANERY,Textiles
Grill Splendour Services Ltd,BIRDYS,Restaurants & Cafes
Universal Starch Chem Allied Ltd,UNIVSTAR,Packaged Foods & Meats
Polychem Ltd,POLYCHEM,Specialty Chemicals
HandsOn Global Management (HGM) Ltd,HGM,Business Support Services
Ironwood Education Ltd,IRONWOOD,Education Services
Touchwood Entertainment Ltd,TOUCHWOOD,Advertising
Dynavision Ltd,DYNAVSN,Diversified Financials
Choksi Asia Ltd,CHOKSI,Health Care Equipment & Supplies
Restile Ceramics Ltd,RESTILE,Building Products - Ceramics
Hisar Metal Industries Ltd,HISARMETAL,Building Products - Pipes
Integrity Infrabuild Developers Ltd,INTEGRITY,Construction & Engineering
Continental Petroleums Ltd,CONTPTR,Commodity Chemicals
Shanti Spintex Ltd,SHANTIDENM,Textiles
Simran Farms Ltd,SIMRAN,Packaged Foods & Meats
Indian Emulsifiers Ltd,IEML,Specialty Chemicals
Nippon India Nifty Auto ETF,AUTOBEES,Equity
WSFX Global Pay Ltd,WSFX,Payment Infrastructure
M R Maniveni Foods Ltd,MANIVENI,
Variman Global Enterprises Ltd,VARIMAN,IT Services & Consulting
Energy Development Company Ltd,ENERGYDEV,Renewable Energy
Shri Hare-Krishna Sponge Iron Ltd,SHKSIL,Iron & Steel
Accel Ltd,ACCEL,Movies & TV Serials
Prakash Steelage Ltd,PRAKASHSTL,Building Products - Pipes
Gayatri BioOrganics Ltd,GAYATRIBI,Specialty Chemicals
G G Engineering Ltd,GGENG,Auto Parts
IL&FS Transportation Networks Ltd,IL&FSTRANS,Roads
Eiko Lifesciences Ltd,EIKO,Specialty Chemicals
